"Timestamp","NPS","NSAT","Version","Comments"
"12/5/2025, 9:24:36.722 PM","10","3.0","1.37.1","improvement for super-huge ugly enterprise-level sql query plan rendering and having that process as an active area of improvement is my only ask! Nothing specific on it now though. Also first class SQLCMD support would be cool in the future, feels like <REDACTED: user-file-path> can be dicey sometimes  also, maybe some more buttons at the top right to turn on common tuning things like statistics IO, time, etc instead of having to SET XYZ ON; not an important ask - just to faciliate my laziness. "
"12/5/2025, 8:52:30.035 PM","9","2.0","1.37.1",""
"12/5/2025, 7:26:18.977 PM","8","2.0","1.37.1","bring in the activity monitor from SSMS; bring in SSIS integration; bring in SSIS package creation.  Let me rename the tabs"
"12/5/2025, 6:33:35.196 PM","8","2.0","1.37.1","I constatly get pop ups from this extension ""signing into azure"" that seem to hang. If I cancel them, I get prompted to to an interactive auth which seems ot work, but then they come back like an hour later. Github copilot seems to have trouble consistently using the mssql tools. it will sometimes tell me that there is no run query capability until I remind it of the specific name of the tool. "
"12/5/2025, 5:18:12.066 PM","9","2.0","1.37.1",""
"12/5/2025, 5:15:02.011 PM","10","2.0","1.37.1","improve text management and handle better or clearer  bigger text fields "
"12/5/2025, 5:07:51.365 PM","10","3.0","1.37.1",""
"12/5/2025, 5:03:00.419 PM","8","3.0","1.37.1","Allow us to have multiple query results panes (side-by-side) like we did on Azure Data Studio."
"12/5/2025, 3:48:08.462 PM","6","1.0","1.37.1","It's very buggy. It will often seem to get stuck trying to execute a query or connect to a host, occasionally enough I have to restart the extension host in VSCode. It in general feels <REDACTED: user-file-path> than SSMS. "
"12/5/2025, 3:43:15.158 PM","8","2.0","1.37.1","- save query history  - run query on all SQL servers under a group  "
"12/5/2025, 2:46:09.577 PM","4","1.0","1.37.1","Recently I've had to restart vs code to get it work because thw query results won't show up, it just shows a a blank space. The bottom bar shows the query completes in 259ms but the query results section is blank."
"12/5/2025, 2:17:20.37 PM","10","3.0","1.37.1","Offer additiona formating selections like red-gate (sorry if you already do, I just couldn't find it).  It would also be awesome to have an option to 'flatten' the query (removing all line breaks etc)"
"12/5/2025, 12:51:39.367 PM","8","2.0","1.37.1",""
"12/5/2025, 12:41:39.676 PM","5","0.0","1.37.1","I need the ability to make a temporary common table expression (CTE, `CREATE TABLE '[tempdb].[dbo].[#My_Temporary_Table]'` ) in execution 1 then reference that same CTE ( `SELECT * FROM [tempdb].[dbo].[#My_Temporary_Table]` ) in execution 2. I can do this in SQL Server Management Studio because it keeps the connection open. I cannot do this in VS Code MSSQL extention because it closes the connection. Please keep the connection open until I close the tab or manually close the connection or the database closes the connection."
"12/5/2025, 11:44:40.279 AM","2","0.0","1.37.1","you asked me not long ago, and nothing has changed in my experience. come back when you have faithfully recreated the Azure Data Studio experience"
"12/5/2025, 11:24:36.452 AM","10","3.0","1.37.1","Add more from MSSMS"
"12/5/2025, 10:28:23.735 AM","6","2.0","1.37.1","When you run multiple queries at once, the results are displayed in separate grids as expected, but the space between each result grid is enormous. Overall, the experience is fine. Moreover, this extension comes with a built-in formatter for SQL queries, which is absent in the SSMS"
"12/5/2025, 9:47:40.744 AM","3","1.0","1.37.1","The connection thread often hangs, and it isn't clear <REDACTED: user-file-path> what. The 'query results' tab sometimes only shows 1 row, when the query returns multiple"
"12/5/2025, 9:19:27.284 AM","10","3.0","1.37.1","Add all functionalities of SSMS into the Visual Studio Code"
"12/5/2025, 8:26:09.039 AM","9","2.0","1.37.1",""
"12/5/2025, 7:59:53.102 AM","10","3.0","1.37.1","maybe simple edit , like in ssms"
"12/5/2025, 7:48:45.485 AM","9","3.0","1.37.1","On the numerical output: Functionality to calculate sums of marked data (cells) to enhance <REDACTED: user-file-path> of results"
"12/5/2025, 7:07:39.639 AM","0","0.0","1.37.0","It is almost not working :("
"12/5/2025, 3:00:02.729 AM","10","3.0","1.37.0",""
"12/5/2025, 1:48:12.977 AM","6","1.0","1.37.1","For reasons unknown it sometimes takes forever to load and then it won't even load or it'll crash so I'll have to close Visual Studio Code and reopen again. Also, I don't understand why every time I load it and try to use the SQL Server Extension it always has to re-download the entire extension. Unless I'm interpreting the output wrong. "
"12/5/2025, 12:27:12.608 AM","8","2.0","1.37.1",""
"12/4/2025, 11:36:16.939 PM","10","2.0","1.37.1",""
"12/4/2025, 9:24:27.576 PM","8","2.0","1.37.1",""
"12/4/2025, 8:05:54.231 PM","10","2.0","1.37.1","ERD"
"12/4/2025, 7:25:32.7 PM","6","2.0","1.37.1","I liked the separate app better"
"12/4/2025, 7:08:00.129 PM","10","3.0","1.37.1",""
"12/4/2025, 6:35:58.35 PM","10","3.0","1.37.1",""
"12/4/2025, 5:22:14.001 PM","7","2.0","1.37.1","Improve filtering for columns"
"12/4/2025, 4:13:55.861 PM","10","2.0","1.37.1",""
"12/4/2025, 3:15:10.872 PM","6","2.0","1.37.1","Tiene varios controles nativos SQL server que aqui no, ademas los atajos creo que son un tanto diferentes (ando medio junior tambien, no me hagan mucho caso tambien)"
"12/4/2025, 2:22:04.942 PM","10","2.0","1.37.1","agregar los trabajos programados, los joins y sus configuraciones "
"12/4/2025, 2:13:39.366 PM","6","2.0","1.37.1",""
"12/4/2025, 1:31:04.028 PM","9","2.0","1.37.1","More functionality that generates SQL scripts for common operations like inserting records into a table, stubs for creating functions and stored procedures, etc. Also, there's a ""bug"" when exporting to Excel and you have more rows than Excel supports in one worksheet. It would be nice if the error message was improved OR if the results could be split across multiple worksheets in Excel"
"12/4/2025, 1:12:36.196 PM","10","3.0","1.37.1","Authentication works but it makes me open the browser every time I try and do anything, seems like it doesn't persist properly"
"12/4/2025, 1:06:07.37 PM","10","3.0","1.37.1","Sometimes the connection experience can be unstable (i.e. having difficulty connecting to a server that has worked perfectly in the past). Other than that I am really satisfied with the recent feature addtions, so good work!"
"12/4/2025, 12:50:43.493 PM","9","3.0","1.37.1","Some bugs about connections and long executions need be fixed, some parts need impruviments of <REDACTED: user-file-path>"
"12/4/2025, 12:47:01.007 PM","10","3.0","1.37.1",""
"12/4/2025, 12:33:13.556 PM","8","2.0","1.37.1",""
"12/4/2025, 12:15:36.722 PM","10","3.0","1.37.1","Give me a button to hide the results panel."
"12/4/2025, 10:41:37.424 AM","10","2.0","1.37.1","My team has been using this MSSQL VS Code extension (and formerly ADF) for around 1.8 years. The issue where sometimes the ""play"" button randomly doesn't work have only marginally improved over the years. This is frustrating - sometimes I need to do ""CTRL + SHIFT + E"" around 5 times in a row just to run a mere SELECT TOP 1 * FROM [myTable]"
"12/4/2025, 10:20:22.524 AM","2","2.0","1.37.1","Still  the connection handling and things are pretty slow compared to the SQL Server. That should be improved. "
"12/4/2025, 9:57:17.569 AM","10","3.0","1.37.1",""
"12/4/2025, 9:39:08.814 AM","10","3.0","1.37.1","Great job in overall. I would love to see more AI features"
"12/4/2025, 8:07:30.342 AM","6","2.0","1.37.1","Améliorer la gestion des connexions qui sont régulièrement perdues"
"12/4/2025, 7:25:23.822 AM","8","2.0","1.37.1","The performance (e.g. how quickly the client connects to a DB) still lags compared to SSMS, but that's a minor complaint."
"12/4/2025, 7:23:48.233 AM","10","3.0","1.37.1","There is still some tooling, especially around performance metrics, tracking within SSMS that are missing. Or - perhaps using more than one App is fine, can I share context with those SSMS tooling easily (or more easily) using VSCode?"
"12/4/2025, 7:23:20.359 AM","8","2.0","1.37.1",""
"12/4/2025, 6:48:11.185 AM","10","3.0","1.37.1",""
